mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_features,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
4.4317708015441895,0.0,0.2818441390991211,0.0,log_loss,log2,70,"{'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': np.int64(70)}",0.997904839145715,0.997904839145715,0.0,59
4.9519734382629395,0.0,0.23155832290649414,0.0,log_loss,log2,80,"{'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': np.int64(80)}",0.997904839145715,0.997904839145715,0.0,59
5.432280540466309,0.0,0.22606182098388672,0.0,log_loss,log2,90,"{'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': np.int64(90)}",0.997904839145715,0.997904839145715,0.0,59
5.4954516887664795,0.0,0.2046070098876953,0.0,log_loss,log2,100,"{'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': np.int64(100)}",0.997904839145715,0.997904839145715,0.0,59
4.389876842498779,0.0,0.19994878768920898,0.0,log_loss,,10,"{'criterion': 'log_loss', 'max_features': None, 'n_estimators': np.int64(10)}",0.9977696674776967,0.9977696674776967,0.0,87
5.891786813735962,0.0,0.1491527557373047,0.0,log_loss,,20,"{'criterion': 'log_loss', 'max_features': None, 'n_estimators': np.int64(20)}",0.9979724249797243,0.9979724249797243,0.0,17
8.715673685073853,0.0,0.2089824676513672,0.0,log_loss,,30,"{'criterion': 'log_loss', 'max_features': None, 'n_estimators': np.int64(30)}",0.9980400108137334,0.9980400108137334,0.0,1
12.118856191635132,0.0,0.17548131942749023,0.0,log_loss,,40,"{'criterion': 'log_loss', 'max_features': None, 'n_estimators': np.int64(40)}",0.9979724249797243,0.9979724249797243,0.0,17
13.754626274108887,0.0,0.21794414520263672,0.0,log_loss,,50,"{'criterion': 'log_loss', 'max_features': None, 'n_estimators': np.int64(50)}",0.9979724249797243,0.9979724249797243,0.0,17
14.582120180130005,0.0,0.19635748863220215,0.0,log_loss,,60,"{'criterion': 'log_loss', 'max_features': None, 'n_estimators': np.int64(60)}",0.9979724249797243,0.9979724249797243,0.0,17
15.736205101013184,0.0,0.19334077835083008,0.0,log_loss,,70,"{'criterion': 'log_loss', 'max_features': None, 'n_estimators': np.int64(70)}",0.9979724249797243,0.9979724249797243,0.0,17
16.370898723602295,0.0,0.1581432819366455,0.0,log_loss,,80,"{'criterion': 'log_loss', 'max_features': None, 'n_estimators': np.int64(80)}",0.9979724249797243,0.9979724249797243,0.0,17
16.175295114517212,0.0,0.10577940940856934,0.0,log_loss,,90,"{'criterion': 'log_loss', 'max_features': None, 'n_estimators': np.int64(90)}",0.9979724249797243,0.9979724249797243,0.0,17
16.205936670303345,0.0,0.04884839057922363,0.0,log_loss,,100,"{'criterion': 'log_loss', 'max_features': None, 'n_estimators': np.int64(100)}",0.9979724249797243,0.9979724249797243,0.0,17
